SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,BIRTHS2010,BIRTHS2011,BIRTHS2012,DEATHS2010,DEATHS2011,DEATHS2012,NATURALINC2010,NATURALINC2011,NATURALINC2012,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,NETMIG2010,NETMIG2011,NETMIG2012,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,RBIRTH2011,RBIRTH2012,RDEATH2011,RDEATH2012,RNATURALINC2011,RNATURALINC2012,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RDOMESTICMIG2011,RDOMESTICMIG2012,RNETMIG2011,RNETMIG2012
40,3,6,1,0,Alabama,Alabama,4779736,4779745,4784762,4803689,4822023,5017,18927,18334,14587,61937,60990,12063,48323,48719,2524,13614,12271,1369,4914,6005,1059,331,-133,2428,5245,5872,65,68,191,115816,115816,114854,114854,12.91908359,12.67230933,10.07941742,10.12267976,2.839666178,2.549629576,1.024983076,1.24769991,0.069041392,-0.027634319,1.094024468,1.220065591
50,3,6,1,1,Alabama,Autauga County,54571,54571,54634,55392,55514,63,758,122,162,672,672,109,431,449,53,241,223,15,42,77,-6,430,-177,9,472,-100,1,45,-1,455,455,455,455,12.21529457,12.11837051,7.834511843,8.096946964,4.380782724,4.021423548,0.76345591,1.388563288,7.816334321,-3.191892233,8.579790231,-1.803328945
50,3,6,1,3,Alabama,Baldwin County,182265,182265,183275,186830,190790,1010,3555,3960,534,2162,2150,457,1758,1797,77,404,353,71,252,272,858,2762,3304,929,3014,3576,4,137,31,2307,2307,2276,2276,11.68317099,11.38710873,9.500006755,9.51750437,2.183164237,1.869604364,1.361775712,1.440601663,14.92549412,17.49907314,16.28726983,18.93967481
50,3,6,1,5,Alabama,Barbour County,27457,27457,27366,27313,27201,-91,-53,-112,69,295,243,99,278,309,-30,17,-66,6,27,29,-69,-108,-73,-63,-81,-44,2,11,-2,3193,3193,3395,3395,10.79024854,8.915141065,10.16843761,11.3365374,0.621810933,-2.421396339,0.98758207,1.063946876,-3.95032828,-2.678211102,-2.96274621,-1.614264226
50,3,6,1,7,Alabama,Bibb County,22915,22919,22863,22738,22597,-56,-125,-141,52,238,209,59,226,220,-7,12,-11,2,2,4,-52,-131,-134,-50,-129,-130,1,-8,0,2224,2224,2231,2231,10.43836758,9.220249256,9.912063332,9.705525532,0.526304248,-0.485276277,0.087717375,0.176464101,-5.745488038,-5.91154737,-5.657770663,-5.735083269
50,3,6,1,9,Alabama,Blount County,57322,57322,57359,57748,57826,37,389,78,168,718,687,139,543,575,29,175,112,9,36,40,-1,129,-70,8,165,-30,0,49,-4,489,489,489,489,12.47534902,11.88848703,9.434699888,9.95033485,3.040649135,1.93815218,0.625504965,0.692197207,2.241392791,-1.211345112,2.866897756,-0.519147905
50,3,6,1,11,Alabama,Bullock County,10914,10915,10880,10599,10474,-35,-281,-125,39,171,145,40,108,106,-1,63,39,0,-1,0,-34,-357,-165,-34,-358,-165,0,14,1,1690,1690,1692,1692,15.92252898,13.76168557,10.05633409,10.06026669,5.866194888,3.701418877,-0.093114205,0,-33.24177103,-15.6598491,-33.33488524,-15.6598491
50,3,6,1,13,Alabama,Butler County,20947,20946,20929,20598,20307,-17,-331,-291,66,241,225,97,237,245,-31,4,-20,1,4,6,16,-364,-281,17,-360,-275,-3,25,4,333,333,333,333,11.60690635,11.00110011,11.4142606,11.97897568,0.192645749,-0.977875565,0.192645749,0.29336267,-17.53076312,-13.73915169,-17.33811737,-13.44578902
50,3,6,1,15,Alabama,Calhoun County,118572,118572,118423,117815,117296,-149,-608,-519,319,1435,1415,344,1367,1348,-25,68,67,17,35,48,-138,-658,-637,-121,-623,-589,-3,-53,3,2919,2919,2859,2859,12.14876523,12.03686769,11.57307461,11.46692413,0.575690617,0.569943559,0.296311347,0.408317773,-5.570653324,-5.418717117,-5.274341977,-5.010399343
50,3,6,1,17,Alabama,Chambers County,34215,34215,34125,34005,34064,-90,-120,59,90,395,368,121,467,458,-31,-72,-90,6,27,29,-64,-81,120,-58,-54,149,-1,6,0,458,458,458,458,11.59547923,10.81255785,13.70908557,13.45693341,-2.113606341,-2.64437556,0.792602378,0.852076569,-2.377807133,3.52583408,-1.585204756,4.37791065
50,3,6,1,19,Alabama,Cherokee County,25989,25986,25981,26094,26021,-5,113,-73,50,201,200,87,306,300,-37,-105,-100,2,10,11,29,182,19,31,192,30,1,26,-3,290,290,290,290,7.719635142,7.675333397,11.75228037,11.5130001,-4.032645223,-3.837666699,0.38406145,0.422143337,6.989918387,0.729156673,7.373979837,1.15130001
50,3,6,1,21,Alabama,Chilton County,43643,43642,43700,43814,43819,58,114,5,132,587,561,120,449,454,12,138,107,11,30,35,35,-55,-136,46,-25,-101,0,1,-1,393,393,393,393,13.41499646,12.80339598,10.26121535,10.36139354,3.153781109,2.442002442,0.685604589,0.798785846,-1.256941746,-3.103853571,-0.571337157,-2.305067726
50,3,6,1,23,Alabama,Choctaw County,13859,13858,13836,13629,13633,-22,-207,4,36,144,126,54,154,172,-18,-10,-46,1,7,9,-4,-211,42,-3,-204,51,-1,7,-1,129,129,129,129,10.48607318,9.24363583,11.21427271,12.61829653,-0.728199527,-3.3746607,0.509739669,0.660259702,-15.36501001,3.081211943,-14.85527034,3.741471646
50,3,6,1,25,Alabama,Clarke County,25833,25840,25757,25600,25161,-83,-157,-439,57,279,278,88,323,311,-31,-44,-33,1,2,2,-52,-101,-415,-51,-99,-413,-1,-14,7,280,280,280,280,10.86512063,10.95329091,12.57861635,12.2535017,-1.713495726,-1.300210792,0.077886169,0.078800654,-3.933251553,-16.35113571,-3.855365383,-16.27233506
50,3,6,1,27,Alabama,Clay County,13932,13932,13882,13656,13435,-50,-226,-221,31,146,135,52,200,206,-21,-54,-71,1,3,6,-27,-173,-158,-26,-170,-152,-3,-2,2,255,255,236,236,10.60352967,9.966409509,14.52538311,15.20800266,-3.921853439,-5.241593149,0.217880747,0.442951534,-12.56445639,-11.66439039,-12.34657564,-11.22143885
50,3,6,1,29,Alabama,Cleburne County,14972,14972,14962,14937,14832,-10,-25,-105,39,171,145,47,192,184,-8,-21,-39,0,-2,-2,3,-42,-64,3,-44,-66,-5,40,0,178,178,178,178,11.43850965,9.741677584,12.8432389,12.36185293,-1.404729255,-2.62017535,-0.133783739,-0.134367967,-2.80945851,-4.299774934,-2.943242249,-4.4341429
50,3,6,1,31,Alabama,Coffee County,49948,49948,50135,50485,51252,187,350,767,169,726,712,112,522,516,57,204,196,31,82,165,101,64,403,132,146,568,-2,0,3,600,600,598,598,14.43053071,13.99687429,10.37567084,10.14380216,4.054859869,3.853072137,1.629894653,3.243657666,1.2721129,7.922388118,2.902007553,11.16604579
50,3,6,1,33,Alabama,Colbert County,54428,54428,54489,54419,54446,61,-70,27,158,614,614,174,674,660,-16,-60,-46,12,37,40,62,-27,38,74,10,78,3,-20,-5,474,474,474,474,11.27557204,11.28002572,12.37741947,12.12510908,-1.101847431,-0.84508336,0.679472582,0.734855096,-0.495831344,0.698112341,0.183641239,1.432967437
50,3,6,1,35,Alabama,Conecuh County,13228,13228,13195,13100,12981,-33,-95,-119,40,157,136,51,182,195,-11,-25,-59,0,0,0,-21,-81,-58,-21,-81,-58,-1,11,-2,45,45,45,45,11.94143373,10.42904797,13.84293592,14.95341436,-1.901502187,-4.524366397,0,0,-6.160867085,-4.447682221,-6.160867085,-4.447682221
50,3,6,1,37,Alabama,Coosa County,11539,11544,11549,11109,10966,5,-440,-143,21,84,79,42,118,92,-21,-34,-13,0,0,1,26,-460,-130,26,-460,-129,0,54,-1,124,124,124,124,7.4145997,7.157417894,10.4157472,8.335220838,-3.001147498,-1.177802945,0,0.090600227,-40.60376026,-11.77802945,-40.60376026,-11.68742922
50,3,6,1,39,Alabama,Covington County,37765,37765,37774,38094,37955,9,320,-139,95,484,488,135,478,500,-40,6,-12,9,27,33,40,261,-160,49,288,-127,0,26,0,575,575,575,575,12.75900248,12.83383082,12.60083303,13.14941682,0.158169452,-0.315586004,0.711762535,0.86786151,6.880371171,-4.207813383,7.592133706,-3.339951873
50,3,6,1,41,Alabama,Crenshaw County,13906,13906,13867,13959,14083,-39,92,124,44,179,167,51,170,171,-7,9,-4,16,65,67,-50,15,61,-34,80,128,2,3,0,132,132,132,132,12.86566521,11.91070537,12.21878818,12.19599173,0.646877022,-0.285286356,4.6718896,4.778546466,1.078128369,4.350616932,5.750017969,9.129163398
50,3,6,1,43,Alabama,Cullman County,80406,80406,80471,80479,80440,65,8,-39,239,978,940,218,932,953,21,46,-13,13,54,59,29,-99,-79,42,-45,-20,2,7,-6,1056,1056,1056,1056,12.1528425,11.68289636,11.58123641,11.84446834,0.571606089,-0.161571971,0.671015843,0.733288176,-1.230195713,-0.981860439,-0.55917987,-0.248572263
50,3,6,1,45,Alabama,Dale County,50251,50251,50333,50141,50444,82,-192,303,165,749,749,107,481,513,58,268,236,49,71,248,-18,-537,-181,31,-466,67,-7,6,0,917,917,917,917,14.90932978,14.89287667,9.574616319,10.20032808,5.334713458,4.692548591,1.413300954,4.931152756,-10.68933256,-3.598946165,-9.27603161,1.332206591
50,3,6,1,47,Alabama,Dallas County,43820,43820,43782,43189,42864,-38,-593,-325,147,660,654,132,555,532,15,105,122,1,14,16,-55,-723,-469,-54,-709,-453,1,11,6,786,786,786,786,15.17747295,15.19993492,12.76287498,12.36447306,2.414597969,2.835461867,0.321946396,0.371863851,-16.62623173,-10.90025914,-16.30428534,-10.52839529
50,3,6,1,49,Alabama,DeKalb County,71109,71112,71108,71463,71080,-4,355,-383,218,971,920,164,744,727,54,227,193,17,66,77,-71,49,-662,-54,115,-585,-4,13,9,782,782,782,782,13.62128343,12.90838554,10.43690512,10.20043075,3.18437831,2.707954793,0.925854487,1.080375746,0.687376816,-9.288425247,1.613231302,-8.208049501
50,3,6,1,51,Alabama,Elmore County,79303,79296,79544,80149,80629,248,605,480,225,1060,1063,167,713,715,58,347,348,8,18,58,176,240,83,184,258,141,6,0,-9,5483,5483,5486,5486,13.27547231,13.22320218,8.929633735,8.894251701,4.345838578,4.328950478,0.225432549,0.721491746,3.005767316,1.032479568,3.231199865,1.753971315
50,3,6,1,53,Alabama,Escambia County,38319,38319,38287,38153,37994,-32,-134,-159,124,483,447,115,426,441,9,57,6,6,16,17,-43,-205,-183,-37,-189,-166,-4,-2,1,3199,3199,3218,3218,12.63736264,11.74044939,11.14599686,11.58285947,1.491365777,0.157589925,0.41862899,0.446504787,-5.363683935,-4.806492705,-4.945054945,-4.359987918
50,3,6,1,55,Alabama,Etowah County,104430,104430,104452,104298,104392,22,-154,94,290,1280,1240,333,1451,1445,-43,-171,-205,15,56,64,50,22,240,65,78,304,0,-61,-5,2085,2085,2083,2083,12.26347305,11.88365518,13.90179641,13.84829173,-1.638323353,-1.964636542,0.536526946,0.613349945,0.210778443,2.300062293,0.747305389,2.913412238
50,3,6,1,57,Alabama,Fayette County,17241,17241,17219,17042,16983,-22,-177,-59,49,188,185,72,244,235,-23,-56,-50,1,-1,1,0,-119,-7,1,-120,-6,0,-1,-3,291,291,291,291,10.97457751,10.87435709,14.2436006,13.81337252,-3.269023087,-2.93901543,-0.058375412,0.058780309,-6.946674061,-0.41146216,-7.005049473,-0.352681852
50,3,6,1,59,Alabama,Franklin County,31704,31709,31723,31786,31761,14,63,-25,131,467,463,102,389,370,29,78,93,11,42,46,-24,-50,-165,-13,-8,-119,-2,-7,1,272,272,272,272,14.70657702,14.57189167,12.25023225,11.64492423,2.45634477,2.926967441,1.322647184,1.447747337,-1.574579981,-5.193006751,-0.251932797,-3.745259414
50,3,6,1,61,Alabama,Geneva County,26790,26790,26813,26803,26931,23,-10,128,74,287,261,87,337,338,-13,-50,-77,2,1,5,34,25,198,36,26,203,0,14,2,229,229,229,229,10.70575948,9.714519671,12.57087437,12.58048908,-1.865114891,-2.865969405,0.037302298,0.186101909,0.932557446,7.369635613,0.969859743,7.555737522
50,3,6,1,63,Alabama,Greene County,9045,9045,8999,8921,8876,-46,-78,-45,34,117,116,36,81,97,-2,36,19,0,0,-1,-45,-111,-62,-45,-111,-63,1,-3,-1,45,45,45,45,13.05803571,13.03590493,9.040178571,10.9007136,4.017857143,2.135191324,0,-0.112378491,-12.38839286,-6.967466427,-12.38839286,-7.079844918
50,3,6,1,65,Alabama,Hale County,15760,15760,15706,15371,15388,-54,-335,17,50,185,181,71,174,183,-21,11,-2,4,21,23,-35,-375,-4,-31,-354,19,-2,8,0,334,334,338,338,11.90591112,11.76891316,11.19799208,11.8989564,0.70791904,-0.130043239,1.351481803,1.495497253,-24.13360363,-0.260086479,-22.78212183,1.235410774
50,3,6,1,67,Alabama,Henry County,17302,17302,17292,17423,17287,-10,131,-136,37,188,193,61,202,200,-24,-14,-7,4,19,22,10,121,-152,14,140,-130,0,5,1,199,199,199,199,10.83105286,11.12071449,11.63762063,11.52405647,-0.806567766,-0.403341976,1.094627683,1.267646212,6.971049978,-8.758282916,8.065677661,-7.490636704
50,3,6,1,69,Alabama,Houston County,101547,101547,101787,102425,103402,240,638,977,326,1401,1376,252,999,1019,74,402,357,10,66,79,156,190,539,166,256,618,0,-20,2,1416,1416,1416,1416,13.721035,13.37045188,9.783950013,9.901519237,3.93708499,3.468932647,0.646387088,0.767634956,1.860811314,5.237408115,2.507198402,6.00504307
50,3,6,1,71,Alabama,Jackson County,53227,53226,53158,53230,53019,-68,72,-211,134,579,568,143,637,632,-9,-58,-64,2,13,14,-61,109,-156,-59,122,-142,0,8,-5,597,597,597,597,10.88468624,10.69186534,11.97503478,11.89658256,-1.090348536,-1.204717221,0.244388465,0.263531892,2.049103282,-2.936498226,2.293491747,-2.672966334
50,3,6,1,73,Alabama,Jefferson County,658466,658466,658391,658967,660009,-75,576,1042,2200,9758,9851,1623,6883,6895,577,2875,2956,166,732,811,-846,-2786,-2733,-680,-2054,-1922,28,-245,8,15774,15774,15910,15910,14.81449993,14.93734534,10.44970312,10.45508031,4.364796813,4.48226503,1.111315223,1.22974186,-4.229677886,-4.144123926,-3.118362662,-2.914382066
50,3,6,1,75,Alabama,Lamar County,14564,14564,14505,14313,14259,-59,-192,-54,37,139,127,61,195,192,-24,-56,-65,0,0,1,-35,-133,13,-35,-133,14,0,-3,-3,217,217,217,217,9.64674856,8.889822204,13.53320841,13.43973121,-3.886459851,-4.549909002,0,0.0699986,-9.230342147,0.9099818,-9.230342147,0.9799804
50,3,6,1,77,Alabama,Lauderdale County,92709,92709,92709,92663,92542,0,-46,-121,229,976,950,269,1056,1080,-40,-80,-130,16,62,70,27,11,-56,43,73,14,-3,-39,-5,1891,1891,1857,1857,10.53017716,10.2589023,11.39330643,11.66275209,-0.863129275,-1.403849788,0.668925188,0.755919117,0.118680275,-0.604735293,0.787605464,0.151183823
50,3,6,1,79,Alabama,Lawrence County,34339,34339,34302,34091,33838,-37,-211,-253,78,376,382,78,385,381,0,-9,1,2,10,12,-32,-205,-268,-30,-195,-256,-7,-7,2,229,229,229,229,10.99527729,11.24703735,11.25846212,11.21759484,-0.263184829,0.029442506,0.292427588,0.353310074,-5.994765546,-7.890591647,-5.702337959,-7.537281573
50,3,6,1,81,Alabama,Lee County,140247,140251,140761,143580,147257,510,2819,3677,386,1482,1456,208,852,868,178,630,588,99,406,433,230,1732,2612,329,2138,3045,3,51,44,4410,4410,4304,4304,10.42410345,10.01248122,5.992804414,5.968979188,4.431299039,4.04350203,2.855726047,2.97761289,12.18255545,17.9619512,15.0382815,20.93956409
50,3,6,1,83,Alabama,Limestone County,82782,82782,83213,85539,87654,431,2326,2115,233,1061,1052,163,649,703,70,412,349,19,68,77,332,1792,1666,351,1860,1743,10,54,23,2907,2907,2947,2947,12.57466578,12.14829699,7.69176069,8.118111009,4.882905092,4.030185978,0.805916374,0.889181433,21.23826681,19.23865283,22.04418318,20.12783427
50,3,6,1,85,Alabama,Lowndes County,11299,11299,11252,11111,10857,-47,-141,-254,42,169,169,54,138,158,-12,31,11,0,1,2,-35,-182,-271,-35,-181,-269,0,9,4,96,96,96,96,15.11425122,15.38601602,12.3418146,14.38455936,2.772436614,1.001456664,0.089433439,0.18208303,-16.27688593,-24.67225055,-16.18745249,-24.49016752
50,3,6,1,87,Alabama,Macon County,21452,21450,21533,21213,20535,83,-320,-678,62,236,229,66,252,270,-4,-16,-41,0,-1,0,84,-313,-650,84,-314,-650,3,10,13,1772,1772,1778,1778,11.04196884,10.97058542,11.7905769,12.93475137,-0.748608057,-1.964165948,-0.046788004,0,-14.64464511,-31.13921625,-14.69143312,-31.13921625
50,3,6,1,89,Alabama,Madison County,334811,334811,336168,339673,343080,1357,3505,3407,1016,4283,4198,587,2678,2688,429,1605,1510,136,472,575,758,1457,1332,894,1929,1907,34,-29,-10,8042,8042,7489,7489,12.67457878,12.29727295,7.924940926,7.874004215,4.749637859,4.423268737,1.396778236,1.684357301,4.311665022,3.901850303,5.708443258,5.586207604
50,3,6,1,91,Alabama,Marengo County,21027,21029,20943,20699,20401,-86,-244,-298,53,238,239,81,250,254,-28,-12,-15,1,1,3,-58,-257,-291,-57,-256,-288,-1,24,5,254,254,254,254,11.43076701,11.63017032,12.00710821,12.36009732,-0.576341194,-0.729927007,0.048028433,0.145985402,-12.34330724,-14.16058394,-12.29527881,-14.01459854
50,3,6,1,93,Alabama,Marion County,30776,30777,30788,30527,30327,11,-261,-200,80,291,299,114,406,393,-34,-115,-94,3,4,6,42,-159,-107,45,-155,-101,0,9,-5,868,868,659,659,9.491967708,9.826798567,13.24308897,12.91615999,-3.751121259,-3.089361422,0.130473783,0.197193282,-5.186332871,-3.516613534,-5.055859088,-3.319420252
50,3,6,1,95,Alabama,Marshall County,93019,93019,93185,94102,94776,166,917,674,336,1437,1469,259,1047,1065,77,390,404,42,151,170,45,376,110,87,527,280,2,0,-10,1047,1047,1047,1047,15.34543241,15.55501435,11.18070128,11.27712068,4.164731135,4.277893667,1.612498465,1.800103771,4.015227966,1.164773028,5.627726431,2.964876799
50,3,6,1,97,Alabama,Mobile County,412992,412992,413216,413145,413936,224,-71,791,1399,5831,5725,995,4078,4149,404,1753,1576,149,540,625,-338,-2225,-1411,-189,-1685,-786,9,-139,1,6808,6808,7053,7053,14.11247627,13.84386777,9.869778462,10.03287465,4.242697804,3.810993119,1.306934863,1.511339276,-5.385055684,-3.41199955,-4.078120821,-1.900660274
50,3,6,1,99,Alabama,Monroe County,23068,23070,22974,22779,22602,-96,-195,-177,66,255,249,75,264,248,-9,-9,1,0,0,1,-87,-183,-181,-87,-183,-180,0,-3,2,230,230,230,230,11.14681005,10.97375554,11.54022687,10.92968423,-0.393416825,0.044071307,0,0.044071307,-7.999475444,-7.976906635,-7.999475444,-7.932835328
50,3,6,1,101,Alabama,Montgomery County,229363,229363,229753,231910,230149,390,2157,-1761,749,3311,3370,490,1989,2046,259,1322,1324,126,376,554,8,538,-3699,134,914,-3145,-3,-79,60,9082,9082,8723,8723,14.34379623,14.58688176,8.616674934,8.856011895,5.727121298,5.730869867,1.628893804,2.397962165,2.330704432,-16.01094233,3.959598235,-13.61298016
50,3,6,1,103,Alabama,Morgan County,119490,119490,119585,120024,120395,95,439,371,358,1505,1455,316,1186,1163,42,319,292,38,150,165,14,25,-79,52,175,86,1,-55,-7,2133,2133,2153,2153,12.56213247,12.10386866,9.899461206,9.67477612,2.662671269,2.429092543,1.252039782,1.372603663,0.208673297,-0.657185996,1.460713078,0.715417667
50,3,6,1,105,Alabama,Perry County,10591,10581,10522,10509,10181,-59,-13,-328,30,139,143,50,125,140,-20,14,3,0,0,0,-38,-45,-334,-38,-45,-334,-1,18,3,721,721,741,741,13.21858209,13.82310295,11.88721411,13.53310778,1.331367981,0.289995167,0,0,-4.279397081,-32.28612856,-4.279397081,-32.28612856
50,3,6,1,107,Alabama,Pickens County,19746,19746,19690,19371,19405,-56,-319,34,48,255,248,80,246,243,-32,9,5,0,0,0,-22,-336,33,-22,-336,33,-2,8,-4,334,334,334,334,13.05650137,12.79141737,12.59568367,12.53352589,0.460817695,0.257891479,0,0,-17.20386063,1.702083763,-17.20386063,1.702083763
50,3,6,1,109,Alabama,Pike County,32899,32899,32964,32893,33182,65,-71,289,94,424,412,71,336,333,23,88,79,27,109,118,19,-284,92,46,-175,210,-4,16,0,1963,1963,1832,1832,12.87638368,12.47067726,10.20392669,10.07945517,2.67245699,2.391222096,3.310202408,3.571698827,-8.624747559,2.78471434,-5.314545151,6.356413167
50,3,6,1,111,Alabama,Randolph County,22913,22914,22889,22842,22675,-25,-47,-167,56,230,221,88,274,263,-32,-44,-42,4,11,13,7,-47,-138,11,-36,-125,-4,33,0,407,407,407,407,10.05882224,9.710657557,11.98311867,11.55612189,-1.924296429,-1.845464332,0.481074107,0.57121515,-2.055498458,-6.063668519,-1.574424351,-5.492453369
50,3,6,1,113,Alabama,Russell County,52947,52949,53238,55035,57820,289,1797,2785,228,866,972,141,593,584,87,273,388,7,-10,15,189,1511,2334,196,1501,2349,6,23,48,574,574,574,574,15.99660118,17.22564353,10.95379273,10.3495636,5.042808456,6.876079926,-0.184718258,0.265827832,27.91092886,41.36281069,27.7262106,41.62863852
50,3,6,1,115,Alabama,St. Clair County,83593,83598,83835,84348,85237,237,513,889,272,1107,1047,169,802,800,103,305,247,18,71,74,113,96,573,131,167,647,3,41,-5,1967,1967,1926,1926,13.16423182,12.34779019,9.537230279,9.43479671,3.62700154,2.912993484,0.844318391,0.872718696,1.1416136,6.757673143,1.985931991,7.630391839
50,3,6,1,117,Alabama,Shelby County,195085,195080,195879,198123,200941,799,2244,2818,625,2462,2347,271,1253,1255,354,1209,1092,84,329,358,360,594,1361,444,923,1719,1,112,7,2574,2574,2624,2624,12.49739849,11.76252431,6.360373805,6.28971794,6.137024685,5.472806367,1.670042284,1.794198424,3.015213121,6.820961049,4.685255405,8.615159473
50,3,6,1,119,Alabama,Sumter County,13763,13763,13746,13542,13427,-17,-204,-115,33,157,157,44,147,153,-11,10,4,0,-3,-3,-6,-214,-117,-6,-217,-120,0,3,1,718,718,807,807,11.50688948,11.64299752,10.77396658,11.34636064,0.732922897,0.296636879,-0.219876869,-0.22247766,-15.68454999,-8.676628722,-15.90442685,-8.899106381
50,3,6,1,121,Alabama,Talladega County,82291,82291,82023,81774,81762,-268,-249,-12,202,923,924,224,939,985,-22,-16,-61,-1,1,4,-241,-214,54,-242,-213,58,-4,-20,-9,3143,3143,3123,3123,11.27004768,11.30026416,11.46541145,12.04627727,-0.195363773,-0.74601311,0.012210236,0.048918893,-2.61299047,0.660405048,-2.600780234,0.709323941
50,3,6,1,123,Alabama,Tallapoosa County,41616,41618,41508,41495,41168,-110,-13,-327,122,477,471,135,524,529,-13,-47,-58,1,-10,-2,-101,47,-269,-100,37,-271,3,-3,2,576,576,576,576,11.49356047,11.39566674,12.62604966,12.79895479,-1.132489187,-1.403288049,-0.240955146,-0.048389243,1.132489187,-6.508353193,0.891534041,-6.556742436
50,3,6,1,125,Alabama,Tuscaloosa County,194656,194653,194969,196818,198596,316,1849,1778,598,2514,2436,380,1671,1685,218,843,751,73,299,313,22,766,715,95,1065,1028,3,-59,-1,10423,10423,10179,10179,12.83350392,12.32126328,8.530145207,8.522712903,4.303358713,3.79855038,1.526339567,1.583150824,3.910287988,3.616462745,5.436627555,5.19961357
50,3,6,1,127,Alabama,Walker County,67023,67023,67011,66665,66221,-12,-346,-444,213,795,772,232,911,917,-19,-116,-145,4,4,8,4,-239,-306,8,-235,-298,-1,5,-1,866,866,866,866,11.89443131,11.61898168,13.62997098,13.80130337,-1.735539663,-2.182321689,0.059846195,0.120403955,-3.575810168,-4.605451289,-3.515963973,-4.485047334
50,3,6,1,129,Alabama,Washington County,17581,17586,17598,17340,17109,12,-258,-231,36,174,156,53,205,192,-17,-31,-36,1,4,5,26,-236,-204,27,-232,-199,2,5,4,147,147,147,147,9.96050146,9.056866673,11.73507356,11.14691283,-1.774572099,-2.090046155,0.228977045,0.290284188,-13.50964566,-11.84359488,-13.28066861,-11.55331069
50,3,6,1,131,Alabama,Wilcox County,11670,11665,11572,11510,11431,-93,-62,-79,30,144,144,57,120,121,-27,24,23,0,0,0,-67,-92,-103,-67,-92,-103,1,6,1,108,108,114,114,12.477255,12.55394272,10.3977125,10.54879909,2.079542501,2.005143629,0,0,-7.971579586,-8.979556253,-7.971579586,-8.979556253
50,3,6,1,133,Alabama,Winston County,24484,24483,24385,24281,24108,-98,-104,-173,62,230,209,91,321,298,-29,-91,-89,0,-4,-3,-70,5,-80,-70,1,-83,1,-14,-1,301,301,301,301,9.452184277,8.638326893,13.19196153,12.31684887,-3.739777257,-3.678521978,-0.164385814,-0.123995123,0.205482267,-3.30653661,0.041096453,-3.430531732
40,4,9,2,0,Alaska,Alaska,710231,710231,714046,723860,731449,3815,9814,7589,2813,11628,11448,715,3443,3431,2098,8185,8017,540,1230,2701,1182,120,-3135,1722,1350,-434,-5,279,6,26352,26352,26723,26651,16.17351899,15.73274129,4.788908315,4.715149841,11.38461068,11.01759145,1.710821152,3.711926471,0.166909381,-4.308363378,1.877730533,-0.596436908
50,4,9,2,13,Alaska,Aleutians East Borough,3141,3141,3152,3178,3161,11,26,-17,5,20,16,1,8,2,4,12,14,0,2,2,8,7,-33,8,9,-31,-1,5,0,1726,1726,1747,1747,6.319115324,5.048114845,2.52764613,0.631014356,3.791469194,4.417100489,0.631911532,0.631014356,2.211690363,-10.41173687,2.843601896,-9.780722511
50,4,9,2,16,Alaska,Aleutians West Census Area,5561,5561,5535,5521,5547,-26,-14,26,7,32,25,6,3,1,1,29,24,1,7,12,-27,-63,-8,-26,-56,4,-1,13,-2,2543,2543,2520,2520,5.788712012,4.517528009,0.542691751,0.18070112,5.246020261,4.336826888,1.266280753,2.168413444,-11.39652677,-1.445608963,-10.13024602,0.722804481
50,4,9,2,20,Alaska,Anchorage Municipality,291826,291826,293400,296108,298610,1574,2708,2502,1136,4770,4752,260,1381,1396,876,3389,3356,308,738,1470,389,-1423,-2332,697,-685,-862,1,4,8,8450,8450,8499,8479,16.18298649,15.98068328,4.685262965,4.694662008,11.49772353,11.28602127,2.503782816,4.94351945,-4.82775467,-7.842372351,-2.323971854,-2.898852902
50,4,9,2,50,Alaska,Bethel Census Area,17013,17013,17083,17468,17746,70,385,278,110,461,444,20,92,86,90,369,358,1,1,4,-19,8,-81,-18,9,-77,-2,7,-3,338,338,366,365,26.68519001,25.21724314,5.325460913,4.884420969,21.3597291,20.33282217,0.057885445,0.227182371,0.463083558,-4.600443006,0.520969002,-4.373260635
50,4,9,2,60,Alaska,Bristol Bay Borough,997,997,1002,1034,991,5,32,-43,3,14,14,3,9,3,0,5,11,0,0,0,5,25,-55,5,25,-55,0,2,1,16,16,16,16,13.7524558,13.82716049,8.84086444,2.962962963,4.911591356,10.86419753,0,0,24.55795678,-54.32098765,24.55795678,-54.32098765
50,4,9,2,68,Alaska,Denali Borough,1826,1826,1834,1844,1875,8,10,31,7,22,20,3,2,0,4,20,20,2,0,10,1,-16,2,3,-16,12,1,6,-1,36,36,36,36,11.96302338,10.75557946,1.08754758,0,10.8754758,10.75557946,0,5.377789728,-8.700380642,1.075557946,-8.700380642,6.453347674
